tick,timestamp,experience,dim_shraddha,dim_bhaya,dim_vairagya,dim_spanda,spike_shraddha,spike_bhaya,spike_vairagya,spike_spanda,vairagya_decay_contribution,W_shraddha_bhaya,W_shraddha_vairagya,W_shraddha_spanda,W_bhaya_shraddha,W_bhaya_vairagya,W_bhaya_spanda,W_vairagya_shraddha,W_vairagya_bhaya,W_vairagya_spanda,W_spanda_shraddha,W_spanda_bhaya,W_spanda_vairagya,lab_shraddha_bhaya,lab_shraddha_vairagya,lab_shraddha_spanda,lab_bhaya_shraddha,lab_bhaya_vairagya,lab_bhaya_spanda,lab_vairagya_shraddha,lab_vairagya_bhaya,lab_vairagya_spanda,lab_spanda_shraddha,lab_spanda_bhaya,lab_spanda_vairagya,vel_shraddha_bhaya,vel_shraddha_vairagya,vel_shraddha_spanda,vel_bhaya_shraddha,vel_bhaya_vairagya,vel_bhaya_spanda,vel_vairagya_shraddha,vel_vairagya_bhaya,vel_vairagya_spanda,vel_spanda_shraddha,vel_spanda_bhaya,vel_spanda_vairagya,experiment_phase
120,1773730716.8901722,,0.31032,0.325539,0.53,0.376042,0,1,0,1,5.3e-05,0.0,0.0,0.308648,0.0,0.0,0.153045,0.0,0.0,0.0,0.308648,0.153045,0.0,0.474008,0.0,0.0,0.474008,0.474008,0.474008,0.0,0.0,0.0,0.0,0.474008,0.0,0.0,0.0,-1.636e-05,0.0,0.0,0.0148287,0.0,0.0,0.0,-1.636e-05,0.0148287,0.0,C
121,1773730716.899175,joy,0.460359,0.221029,0.52,0.564761,1,0,0,1,5.2e-05,0.0,0.0,0.318632,0.0,0.0,0.153037,0.0,0.0,0.0,0.318632,0.153037,0.0,0.464527,0.0,0.0,0.464527,0.464527,0.464527,0.0,0.0,0.0,0.0,0.464527,0.0,0.0,0.0,0.00998343,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998343,-7.96e-06,0.0,C
122,1773730716.9091713,,0.460399,0.216608,0.52,0.553818,1,0,0,1,5.2e-05,0.0,0.0,0.328615,0.0,0.0,0.153029,0.0,0.0,0.0,0.328615,0.153029,0.0,0.455237,0.0,0.0,0.455237,0.455237,0.455237,0.0,0.0,0.0,0.0,0.455237,0.0,0.0,0.0,0.00998291,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998291,-7.96e-06,0.0,C
123,1773730716.9192889,,0.460439,0.212276,0.52,0.543204,1,0,0,1,5.2e-05,0.0,0.0,0.338597,0.0,0.0,0.153021,0.0,0.0,0.0,0.338597,0.153021,0.0,0.446132,0.0,0.0,0.446132,0.446132,0.446132,0.0,0.0,0.0,0.0,0.446132,0.0,0.0,0.0,0.00998239,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998239,-7.96e-06,0.0,C
124,1773730716.9298334,,0.460478,0.20803,0.52,0.532908,1,0,0,1,5.2e-05,0.0,0.0,0.348579,0.0,0.0,0.153013,0.0,0.0,0.0,0.348579,0.153013,0.0,0.437209,0.0,0.0,0.437209,0.437209,0.437209,0.0,0.0,0.0,0.0,0.437209,0.0,0.0,0.0,0.00998187,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998187,-7.96e-06,0.0,C
125,1773730716.938831,,0.460518,0.20387,0.52,0.52292,1,0,0,1,5.2e-05,0.0,0.0,0.35856,0.0,0.0,0.153005,0.0,0.0,0.0,0.35856,0.153005,0.0,0.428465,0.0,0.0,0.428465,0.428465,0.428465,0.0,0.0,0.0,0.0,0.428465,0.0,0.0,0.0,0.00998135,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998135,-7.96e-06,0.0,C
126,1773730716.9478307,,0.460557,0.199792,0.52,0.513233,1,0,0,1,5.2e-05,0.0,0.0,0.368541,0.0,0.0,0.152997,0.0,0.0,0.0,0.368541,0.152997,0.0,0.419896,0.0,0.0,0.419896,0.419896,0.419896,0.0,0.0,0.0,0.0,0.419896,0.0,0.0,0.0,0.00998083,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998083,-7.96e-06,0.0,C
127,1773730716.9588668,,0.460597,0.195797,0.52,0.503836,1,0,0,1,5.2e-05,0.0,0.0,0.378521,0.0,0.0,0.15299,0.0,0.0,0.0,0.378521,0.15299,0.0,0.411498,0.0,0.0,0.411498,0.411498,0.411498,0.0,0.0,0.0,0.0,0.411498,0.0,0.0,0.0,0.00998032,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00998032,-7.96e-06,0.0,C
128,1773730716.9678738,,0.460636,0.191881,0.52,0.494721,1,0,0,1,5.2e-05,0.0,0.0,0.388501,0.0,0.0,0.152982,0.0,0.0,0.0,0.388501,0.152982,0.0,0.403268,0.0,0.0,0.403268,0.403268,0.403268,0.0,0.0,0.0,0.0,0.403268,0.0,0.0,0.0,0.0099798,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.0099798,-7.96e-06,0.0,C
129,1773730716.9768767,,0.460675,0.188043,0.52,0.485879,1,0,0,1,5.2e-05,0.0,0.0,0.39848,0.0,0.0,0.152974,0.0,0.0,0.0,0.39848,0.152974,0.0,0.395203,0.0,0.0,0.395203,0.395203,0.395203,0.0,0.0,0.0,0.0,0.395203,0.0,0.0,0.0,0.00997928,0.0,0.0,-7.96e-06,0.0,0.0,0.0,0.00997928,-7.96e-06,0.0,C
130,1773730716.986395,,0.460715,0.184282,0.52,0.477303,1,0,0,1,5.2e-05,0.0,0.0,0.408459,0.0,0.0,0.152966,0.0,0.0,0.0,0.408459,0.152966,0.0,0.387299,0.0,0.0,0.387299,0.387299,0.387299,0.0,0.0,0.0,0.0,0.387299,0.0,0.0,0.0,0.00997876,0.0,0.0,-7.95e-06,0.0,0.0,0.0,0.00997876,-7.95e-06,0.0,C
131,1773730716.9943962,joy,0.610604,0.082597,0.51,0.662984,1,0,0,1,5.1e-05,0.0,0.0,0.418438,0.0,0.0,0.152958,0.0,0.0,0.0,0.418438,0.152958,0.0,0.379553,0.0,0.0,0.379553,0.379553,0.379553,0.0,0.0,0.0,0.0,0.379553,0.0,0.0,0.0,0.00997866,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997866,-7.8e-06,0.0,C
132,1773730717.003394,,0.610493,0.080945,0.51,0.649094,1,0,0,1,5.1e-05,0.0,0.0,0.428416,0.0,0.0,0.15295,0.0,0.0,0.0,0.428416,0.15295,0.0,0.371962,0.0,0.0,0.371962,0.371962,0.371962,0.0,0.0,0.0,0.0,0.371962,0.0,0.0,0.0,0.00997815,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997815,-7.8e-06,0.0,C
133,1773730717.013398,,0.610383,0.079326,0.51,0.635621,1,0,0,1,5.1e-05,0.0,0.0,0.438394,0.0,0.0,0.152942,0.0,0.0,0.0,0.438394,0.152942,0.0,0.364522,0.0,0.0,0.364522,0.364522,0.364522,0.0,0.0,0.0,0.0,0.364522,0.0,0.0,0.0,0.00997764,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997764,-7.8e-06,0.0,C
134,1773730717.0213938,,0.610272,0.077739,0.51,0.622553,1,0,0,1,5.1e-05,0.0,0.0,0.448371,0.0,0.0,0.152934,0.0,0.0,0.0,0.448371,0.152934,0.0,0.357232,0.0,0.0,0.357232,0.357232,0.357232,0.0,0.0,0.0,0.0,0.357232,0.0,0.0,0.0,0.00997713,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997713,-7.8e-06,0.0,C
135,1773730717.029395,,0.610162,0.076184,0.51,0.609876,1,0,0,1,5.1e-05,0.0,0.0,0.458347,0.0,0.0,0.152927,0.0,0.0,0.0,0.458347,0.152927,0.0,0.350087,0.0,0.0,0.350087,0.350087,0.350087,0.0,0.0,0.0,0.0,0.350087,0.0,0.0,0.0,0.00997662,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997662,-7.8e-06,0.0,C
136,1773730717.0383935,,0.610052,0.074661,0.51,0.59758,1,0,0,1,5.1e-05,0.0,0.0,0.468324,0.0,0.0,0.152919,0.0,0.0,0.0,0.468324,0.152919,0.0,0.343086,0.0,0.0,0.343086,0.343086,0.343086,0.0,0.0,0.0,0.0,0.343086,0.0,0.0,0.0,0.00997611,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997611,-7.8e-06,0.0,C
137,1773730717.0465627,,0.609942,0.073167,0.51,0.585652,1,0,0,1,5.1e-05,0.0,0.0,0.478299,0.0,0.0,0.152911,0.0,0.0,0.0,0.478299,0.152911,0.0,0.336224,0.0,0.0,0.336224,0.336224,0.336224,0.0,0.0,0.0,0.0,0.336224,0.0,0.0,0.0,0.00997561,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997561,-7.8e-06,0.0,C
138,1773730717.0557034,,0.609832,0.071704,0.51,0.574083,1,0,0,1,5.1e-05,0.0,0.0,0.488274,0.0,0.0,0.152903,0.0,0.0,0.0,0.488274,0.152903,0.0,0.329499,0.0,0.0,0.329499,0.329499,0.329499,0.0,0.0,0.0,0.0,0.329499,0.0,0.0,0.0,0.0099751,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.0099751,-7.8e-06,0.0,C
139,1773730717.0647087,,0.609722,0.07027,0.51,0.56286,1,0,0,1,5.1e-05,0.0,0.0,0.498249,0.0,0.0,0.152895,0.0,0.0,0.0,0.498249,0.152895,0.0,0.322909,0.0,0.0,0.322909,0.322909,0.322909,0.0,0.0,0.0,0.0,0.322909,0.0,0.0,0.0,0.00997459,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997459,-7.8e-06,0.0,C
140,1773730717.0727084,,0.609612,0.068865,0.51,0.551974,1,0,0,1,5.1e-05,0.0,0.0,0.508223,0.0,0.0,0.152888,0.0,0.0,0.0,0.508223,0.152888,0.0,0.316451,0.0,0.0,0.316451,0.316451,0.316451,0.0,0.0,0.0,0.0,0.316451,0.0,0.0,0.0,0.00997408,0.0,0.0,-7.8e-06,0.0,0.0,0.0,0.00997408,-7.8e-06,0.0,C
141,1773730717.0802171,joy,0.759353,0.0,0.5,0.735415,1,0,0,1,5e-05,0.0,0.0,0.518197,0.0,0.0,0.15288,0.0,0.0,0.0,0.518197,0.15288,0.0,0.310122,0.0,0.0,0.310122,0.310122,0.310122,0.0,0.0,0.0,0.0,0.310122,0.0,0.0,0.0,0.00997409,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.00997409,-7.64e-06,0.0,C
142,1773730717.088232,,0.759093,0.0,0.5,0.719353,1,0,0,1,5e-05,0.0,0.0,0.528171,0.0,0.0,0.152872,0.0,0.0,0.0,0.528171,0.152872,0.0,0.30392,0.0,0.0,0.30392,0.30392,0.30392,0.0,0.0,0.0,0.0,0.30392,0.0,0.0,0.0,0.00997359,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.00997359,-7.64e-06,0.0,C
143,1773730717.097231,,0.758834,0.0,0.5,0.703772,1,0,0,1,5e-05,0.0,0.0,0.538144,0.0,0.0,0.152865,0.0,0.0,0.0,0.538144,0.152865,0.0,0.297841,0.0,0.0,0.297841,0.297841,0.297841,0.0,0.0,0.0,0.0,0.297841,0.0,0.0,0.0,0.00997309,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.00997309,-7.64e-06,0.0,C
144,1773730717.1052313,,0.758576,0.0,0.5,0.688659,1,0,0,1,5e-05,0.0,0.0,0.548116,0.0,0.0,0.152857,0.0,0.0,0.0,0.548116,0.152857,0.0,0.291885,0.0,0.0,0.291885,0.291885,0.291885,0.0,0.0,0.0,0.0,0.291885,0.0,0.0,0.0,0.00997259,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.00997259,-7.64e-06,0.0,C
145,1773730717.11323,,0.758317,0.0,0.5,0.673999,1,0,0,1,5e-05,0.0,0.0,0.558088,0.0,0.0,0.152849,0.0,0.0,0.0,0.558088,0.152849,0.0,0.286047,0.0,0.0,0.286047,0.286047,0.286047,0.0,0.0,0.0,0.0,0.286047,0.0,0.0,0.0,0.00997209,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.00997209,-7.64e-06,0.0,C
146,1773730717.1212316,,0.758059,0.0,0.5,0.659779,1,0,0,1,5e-05,0.0,0.0,0.56806,0.0,0.0,0.152842,0.0,0.0,0.0,0.56806,0.152842,0.0,0.280326,0.0,0.0,0.280326,0.280326,0.280326,0.0,0.0,0.0,0.0,0.280326,0.0,0.0,0.0,0.0099716,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.0099716,-7.64e-06,0.0,C
147,1773730717.1292317,,0.757801,0.0,0.5,0.645986,1,0,0,1,5e-05,0.0,0.0,0.578031,0.0,0.0,0.152834,0.0,0.0,0.0,0.578031,0.152834,0.0,0.274719,0.0,0.0,0.274719,0.274719,0.274719,0.0,0.0,0.0,0.0,0.274719,0.0,0.0,0.0,0.0099711,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.0099711,-7.64e-06,0.0,C
148,1773730717.1372313,,0.757543,0.0,0.5,0.632606,1,0,0,1,5e-05,0.0,0.0,0.588002,0.0,0.0,0.152827,0.0,0.0,0.0,0.588002,0.152827,0.0,0.269225,0.0,0.0,0.269225,0.269225,0.269225,0.0,0.0,0.0,0.0,0.269225,0.0,0.0,0.0,0.0099706,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.0099706,-7.64e-06,0.0,C
149,1773730717.1452355,,0.757285,0.0,0.5,0.619628,1,0,0,1,5e-05,0.0,0.0,0.597972,0.0,0.0,0.152819,0.0,0.0,0.0,0.597972,0.152819,0.0,0.26384,0.0,0.0,0.26384,0.26384,0.26384,0.0,0.0,0.0,0.0,0.26384,0.0,0.0,0.0,0.0099701,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.0099701,-7.64e-06,0.0,C
150,1773730717.1532385,,0.757028,0.0,0.5,0.607039,1,0,0,1,5e-05,0.0,0.0,0.607941,0.0,0.0,0.152811,0.0,0.0,0.0,0.607941,0.152811,0.0,0.258564,0.0,0.0,0.258564,0.258564,0.258564,0.0,0.0,0.0,0.0,0.258564,0.0,0.0,0.0,0.0099696,0.0,0.0,-7.64e-06,0.0,0.0,0.0,0.0099696,-7.64e-06,0.0,C
151,1773730717.1622384,pain,0.606921,0.245,0.55,0.497828,1,0,0,1,5.5e-05,0.0,0.0,0.617907,0.0,0.0,0.152811,0.0,0.0,0.0,0.617907,0.152811,0.0,0.498392,0.0,0.0,0.498392,0.498392,0.498392,0.0,0.0,0.0,0.0,0.498392,0.0,0.0,0.0,0.00996601,0.0,0.0,0.0,0.0,0.0,0.0,0.00996601,0.0,0.0,D
152,1773730717.1722436,,0.606814,0.2401,0.55,0.488893,1,0,0,1,5.5e-05,0.0,0.0,0.627873,0.0,0.0,0.152803,0.0,0.0,0.0,0.627873,0.152803,0.0,0.488425,0.0,0.0,0.488425,0.488425,0.488425,0.0,0.0,0.0,0.0,0.488425,0.0,0.0,0.0,0.00996547,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996547,-8.4e-06,0.0,D
153,1773730717.1818573,,0.606707,0.235298,0.55,0.480226,1,0,0,1,5.5e-05,0.0,0.0,0.637838,0.0,0.0,0.152794,0.0,0.0,0.0,0.637838,0.152794,0.0,0.478656,0.0,0.0,0.478656,0.478656,0.478656,0.0,0.0,0.0,0.0,0.478656,0.0,0.0,0.0,0.00996492,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996492,-8.4e-06,0.0,D
154,1773730717.190857,,0.6066,0.230592,0.55,0.47182,1,0,0,1,5.5e-05,0.0,0.0,0.647802,0.0,0.0,0.152786,0.0,0.0,0.0,0.647802,0.152786,0.0,0.469083,0.0,0.0,0.469083,0.469083,0.469083,0.0,0.0,0.0,0.0,0.469083,0.0,0.0,0.0,0.00996437,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996437,-8.4e-06,0.0,D
155,1773730717.1988573,,0.606494,0.22598,0.55,0.463665,1,0,0,1,5.5e-05,0.0,0.0,0.657766,0.0,0.0,0.152778,0.0,0.0,0.0,0.657766,0.152778,0.0,0.459701,0.0,0.0,0.459701,0.459701,0.459701,0.0,0.0,0.0,0.0,0.459701,0.0,0.0,0.0,0.00996382,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996382,-8.4e-06,0.0,D
156,1773730717.207046,,0.606387,0.221461,0.55,0.455755,1,0,0,1,5.5e-05,0.0,0.0,0.667729,0.0,0.0,0.152769,0.0,0.0,0.0,0.667729,0.152769,0.0,0.450507,0.0,0.0,0.450507,0.450507,0.450507,0.0,0.0,0.0,0.0,0.450507,0.0,0.0,0.0,0.00996327,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996327,-8.4e-06,0.0,D
157,1773730717.2150462,,0.606281,0.217031,0.55,0.448082,1,0,0,1,5.5e-05,0.0,0.0,0.677692,0.0,0.0,0.152761,0.0,0.0,0.0,0.677692,0.152761,0.0,0.441497,0.0,0.0,0.441497,0.441497,0.441497,0.0,0.0,0.0,0.0,0.441497,0.0,0.0,0.0,0.00996272,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996272,-8.4e-06,0.0,D
158,1773730717.2230465,,0.606175,0.212691,0.55,0.44064,1,0,0,1,5.5e-05,0.0,0.0,0.687654,0.0,0.0,0.152752,0.0,0.0,0.0,0.687654,0.152752,0.0,0.432667,0.0,0.0,0.432667,0.432667,0.432667,0.0,0.0,0.0,0.0,0.432667,0.0,0.0,0.0,0.00996218,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996218,-8.4e-06,0.0,D
159,1773730717.2310464,,0.606069,0.208437,0.55,0.433421,1,0,0,1,5.5e-05,0.0,0.0,0.697616,0.0,0.0,0.152744,0.0,0.0,0.0,0.697616,0.152744,0.0,0.424014,0.0,0.0,0.424014,0.424014,0.424014,0.0,0.0,0.0,0.0,0.424014,0.0,0.0,0.0,0.00996163,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996163,-8.4e-06,0.0,D
160,1773730717.239046,,0.605962,0.204268,0.55,0.426418,1,0,0,1,5.5e-05,0.0,0.0,0.707577,0.0,0.0,0.152736,0.0,0.0,0.0,0.707577,0.152736,0.0,0.415534,0.0,0.0,0.415534,0.415534,0.415534,0.0,0.0,0.0,0.0,0.415534,0.0,0.0,0.0,0.00996108,0.0,0.0,-8.4e-06,0.0,0.0,0.0,0.00996108,-8.4e-06,0.0,D
161,1773730717.2470465,pain,0.456007,0.445183,0.6,0.322626,1,1,0,1,6e-05,0.016655,0.0,0.717534,0.016655,0.0,0.169391,0.0,0.0,0.0,0.717534,0.169391,0.0,0.652223,0.0,0.0,0.652223,0.652223,0.652223,0.0,0.0,0.0,0.0,0.652223,0.0,0.01665534,0.0,0.00995695,0.01665534,0.0,0.01665534,0.0,0.0,0.0,0.00995695,0.01665534,0.0,D
162,1773730717.2550461,,0.456051,0.436279,0.6,0.318947,1,1,0,1,6e-05,0.033178,0.0,0.72749,0.033178,0.0,0.185913,0.0,0.0,0.0,0.72749,0.185913,0.0,0.639178,0.0,0.0,0.639178,0.639178,0.639178,0.0,0.0,0.0,0.0,0.639178,0.0,0.01652223,0.0,0.00995635,0.01652223,0.0,0.01652223,0.0,0.0,0.0,0.00995635,0.01652223,0.0,D
163,1773730717.2642539,,0.456094,0.427554,0.6,0.315378,1,1,0,1,6e-05,0.049569,0.0,0.737446,0.049569,0.0,0.202305,0.0,0.0,0.0,0.737446,0.202305,0.0,0.626395,0.0,0.0,0.626395,0.626395,0.626395,0.0,0.0,0.0,0.0,0.626395,0.0,0.01639178,0.0,0.00995575,0.01639178,0.0,0.01639178,0.0,0.0,0.0,0.00995575,0.01639178,0.0,D
164,1773730717.272259,,0.456138,0.419003,0.6,0.311917,1,1,0,1,6e-05,0.065833,0.0,0.747401,0.065833,0.0,0.218569,0.0,0.0,0.0,0.747401,0.218569,0.0,0.613867,0.0,0.0,0.613867,0.613867,0.613867,0.0,0.0,0.0,0.0,0.613867,0.0,0.01626395,0.0,0.00995515,0.01626395,0.0,0.01626395,0.0,0.0,0.0,0.00995515,0.01626395,0.0,D
165,1773730717.2797637,,0.456182,0.410622,0.6,0.30856,1,1,0,1,6e-05,0.081972,0.0,0.757356,0.081972,0.0,0.234708,0.0,0.0,0.0,0.757356,0.234708,0.0,0.60159,0.0,0.0,0.60159,0.60159,0.60159,0.0,0.0,0.0,0.0,0.60159,0.0,0.01613867,0.0,0.00995456,0.01613867,0.0,0.01613867,0.0,0.0,0.0,0.00995456,0.01613867,0.0,D
166,1773730717.2877793,,0.456226,0.40241,0.6,0.305303,1,1,0,1,6e-05,0.097988,0.0,0.76731,0.097988,0.0,0.250723,0.0,0.0,0.0,0.76731,0.250723,0.0,0.589558,0.0,0.0,0.589558,0.589558,0.589558,0.0,0.0,0.0,0.0,0.589558,0.0,0.0160159,0.0,0.00995396,0.0160159,0.0,0.0160159,0.0,0.0,0.0,0.00995396,0.0160159,0.0,D
167,1773730717.2957783,,0.45627,0.394362,0.6,0.302144,1,1,0,1,6e-05,0.113883,0.0,0.777263,0.113883,0.0,0.266619,0.0,0.0,0.0,0.777263,0.266619,0.0,0.577767,0.0,0.0,0.577767,0.577767,0.577767,0.0,0.0,0.0,0.0,0.577767,0.0,0.01589558,0.0,0.00995336,0.01589558,0.0,0.01589558,0.0,0.0,0.0,0.00995336,0.01589558,0.0,D
168,1773730717.3037775,,0.456314,0.386475,0.6,0.299079,1,1,0,1,6e-05,0.129661,0.0,0.787216,0.129661,0.0,0.282397,0.0,0.0,0.0,0.787216,0.282397,0.0,0.566211,0.0,0.0,0.566211,0.566211,0.566211,0.0,0.0,0.0,0.0,0.566211,0.0,0.01577767,0.0,0.00995276,0.01577767,0.0,0.01577767,0.0,0.0,0.0,0.00995276,0.01577767,0.0,D
169,1773730717.3117778,,0.456357,0.378745,0.6,0.296107,1,1,0,1,6e-05,0.145323,0.0,0.797168,0.145323,0.0,0.298059,0.0,0.0,0.0,0.797168,0.298059,0.0,0.554887,0.0,0.0,0.554887,0.554887,0.554887,0.0,0.0,0.0,0.0,0.554887,0.0,0.01566211,0.0,0.00995217,0.01566211,0.0,0.01566211,0.0,0.0,0.0,0.00995217,0.01566211,0.0,D
170,1773730717.3187785,,0.456401,0.37117,0.6,0.293224,1,1,0,1,6e-05,0.160872,0.0,0.807119,0.160872,0.0,0.313608,0.0,0.0,0.0,0.807119,0.313608,0.0,0.543789,0.0,0.0,0.543789,0.543789,0.543789,0.0,0.0,0.0,0.0,0.543789,0.0,0.01554887,0.0,0.00995157,0.01554887,0.0,0.01554887,0.0,0.0,0.0,0.00995157,0.01554887,0.0,D
171,1773730717.3277836,pain,0.306594,0.608747,0.65,0.193427,0,1,1,0,6.5e-05,0.160872,0.0,0.807067,0.160872,0.017938,0.313608,0.0,0.009999,0.0,0.807067,0.313608,0.0,0.777914,0.0,0.0,0.777914,0.777914,0.777914,0.0,0.0,0.0,0.0,0.777914,0.0,0.0,0.0,-5.246e-05,0.0,0.01793789,0.0,0.0,0.00999935,0.0,-5.246e-05,0.0,0.0,D
172,1773730717.3367777,,0.306788,0.596572,0.65,0.193624,0,1,1,0,6.5e-05,0.160872,0.0,0.807014,0.160872,0.035717,0.313608,0.0,0.019998,0.0,0.807014,0.313608,0.0,0.762355,0.0,0.0,0.762355,0.762355,0.762355,0.0,0.0,0.0,0.0,0.762355,0.0,0.0,0.0,-5.246e-05,0.0,0.01777914,0.0,0.0,0.0099987,0.0,-5.246e-05,0.0,0.0,D
173,1773730717.3457778,,0.306981,0.58464,0.65,0.193816,0,1,1,0,6.5e-05,0.160872,0.0,0.806962,0.160872,0.053341,0.313608,0.0,0.029996,0.0,0.806962,0.313608,0.0,0.747108,0.0,0.0,0.747108,0.747108,0.747108,0.0,0.0,0.0,0.0,0.747108,0.0,0.0,0.0,-5.246e-05,0.0,0.01762355,0.0,0.0,0.00999805,0.0,-5.246e-05,0.0,0.0,D
174,1773730717.3547776,,0.307174,0.572948,0.65,0.194001,0,1,1,0,6.5e-05,0.160872,0.0,0.80691,0.160872,0.070812,0.313608,0.0,0.039994,0.0,0.80691,0.313608,0.0,0.732166,0.0,0.0,0.732166,0.732166,0.732166,0.0,0.0,0.0,0.0,0.732166,0.0,0.0,0.0,-5.245e-05,0.0,0.01747108,0.0,0.0,0.0099974,0.0,-5.245e-05,0.0,0.0,D
175,1773730717.3639956,,0.307367,0.561489,0.65,0.194181,0,1,1,0,6.5e-05,0.160872,0.0,0.806857,0.160872,0.088133,0.313608,0.0,0.04999,0.0,0.806857,0.313608,0.0,0.717523,0.0,0.0,0.717523,0.717523,0.717523,0.0,0.0,0.0,0.0,0.717523,0.0,0.0,0.0,-5.245e-05,0.0,0.01732166,0.0,0.0,0.00999675,0.0,-5.245e-05,0.0,0.0,D
176,1773730717.373001,,0.30756,0.550259,0.65,0.194356,0,1,1,0,6.5e-05,0.160872,0.0,0.806805,0.160872,0.105309,0.313608,0.0,0.059986,0.0,0.806805,0.313608,0.0,0.703172,0.0,0.0,0.703172,0.703172,0.703172,0.0,0.0,0.0,0.0,0.703172,0.0,0.0,0.0,-5.245e-05,0.0,0.01717523,0.0,0.0,0.0099961,0.0,-5.245e-05,0.0,0.0,D
177,1773730717.3815188,,0.307752,0.539254,0.65,0.194525,0,1,1,0,6.5e-05,0.160872,0.0,0.806752,0.160872,0.12234,0.313608,0.0,0.069982,0.0,0.806752,0.313608,0.0,0.689109,0.0,0.0,0.689109,0.689109,0.689109,0.0,0.0,0.0,0.0,0.689109,0.0,0.0,0.0,-5.244e-05,0.0,0.01703172,0.0,0.0,0.00999545,0.0,-5.244e-05,0.0,0.0,D
178,1773730717.3905191,,0.307944,0.528469,0.65,0.194689,0,1,1,0,6.5e-05,0.160872,0.0,0.8067,0.160872,0.139231,0.313608,0.0,0.079977,0.0,0.8067,0.313608,0.0,0.675327,0.0,0.0,0.675327,0.675327,0.675327,0.0,0.0,0.0,0.0,0.675327,0.0,0.0,0.0,-5.244e-05,0.0,0.01689109,0.0,0.0,0.0099948,0.0,-5.244e-05,0.0,0.0,D
179,1773730717.3985236,,0.308136,0.517899,0.65,0.194849,0,1,1,0,6.5e-05,0.160872,0.0,0.806647,0.160872,0.155985,0.313608,0.0,0.089971,0.0,0.806647,0.313608,0.0,0.66182,0.0,0.0,0.66182,0.66182,0.66182,0.0,0.0,0.0,0.0,0.66182,0.0,0.0,0.0,-5.244e-05,0.0,0.01675327,0.0,0.0,0.00999415,0.0,-5.244e-05,0.0,0.0,D
180,1773730717.4075232,,0.308328,0.507541,0.65,0.195003,0,1,1,0,6.5e-05,0.160872,0.0,0.806595,0.160872,0.172603,0.313608,0.0,0.099964,0.0,0.806595,0.313608,0.0,0.648584,0.0,0.0,0.648584,0.648584,0.648584,0.0,0.0,0.0,0.0,0.648584,0.0,0.0,0.0,-5.243e-05,0.0,0.0166182,0.0,0.0,0.0099935,0.0,-5.243e-05,0.0,0.0,D
181,1773730717.415518,pain,0.15867,0.74239,0.7,0.098153,0,1,1,0,7e-05,0.160872,0.0,0.806538,0.160872,0.191589,0.313608,0.0,0.109957,0.0,0.806538,0.313608,0.0,0.880612,0.0,0.0,0.880612,0.880612,0.880612,0.0,0.0,0.0,0.0,0.880612,0.0,0.0,0.0,-5.646e-05,0.0,0.01898584,0.0,0.0,0.0099923,0.0,-5.646e-05,0.0,0.0,D
182,1773730717.4248407,,0.159011,0.727543,0.7,0.101208,0,1,1,0,7e-05,0.160872,0.0,0.806482,0.160872,0.210395,0.313608,0.0,0.119948,0.0,0.806482,0.313608,0.0,0.863,0.0,0.0,0.863,0.863,0.863,0.0,0.0,0.0,0.0,0.863,0.0,0.0,0.0,-5.646e-05,0.0,0.01880612,0.0,0.0,0.0099916,0.0,-5.646e-05,0.0,0.0,D
