tick,timestamp,experience,dim_shraddha,dim_bhaya,dim_vairagya,dim_spanda,spike_shraddha,spike_bhaya,spike_vairagya,spike_spanda,vairagya_decay_contribution,W_shraddha_bhaya,W_shraddha_vairagya,W_shraddha_spanda,W_bhaya_shraddha,W_bhaya_vairagya,W_bhaya_spanda,W_vairagya_shraddha,W_vairagya_bhaya,W_vairagya_spanda,W_spanda_shraddha,W_spanda_bhaya,W_spanda_vairagya,lab_shraddha_bhaya,lab_shraddha_vairagya,lab_shraddha_spanda,lab_bhaya_shraddha,lab_bhaya_vairagya,lab_bhaya_spanda,lab_vairagya_shraddha,lab_vairagya_bhaya,lab_vairagya_spanda,lab_spanda_shraddha,lab_spanda_bhaya,lab_spanda_vairagya,vel_shraddha_bhaya,vel_shraddha_vairagya,vel_shraddha_spanda,vel_bhaya_shraddha,vel_bhaya_vairagya,vel_bhaya_spanda,vel_vairagya_shraddha,vel_vairagya_bhaya,vel_vairagya_spanda,vel_spanda_shraddha,vel_spanda_bhaya,vel_spanda_vairagya,experiment_phase
183,1773730717.433841,,0.159352,0.712992,0.7,0.104172,0,1,1,0,7e-05,0.160872,0.0,0.806426,0.160872,0.229025,0.313608,0.0,0.129939,0.0,0.806426,0.313608,0.0,0.84574,0.0,0.0,0.84574,0.84574,0.84574,0.0,0.0,0.0,0.0,0.84574,0.0,0.0,0.0,-5.645e-05,0.0,0.01863,0.0,0.0,0.0099909,0.0,-5.645e-05,0.0,0.0,D
184,1773730717.442849,,0.159693,0.698732,0.7,0.107047,0,1,1,0,7e-05,0.160872,0.0,0.806369,0.160872,0.247482,0.313608,0.0,0.139929,0.0,0.806369,0.313608,0.0,0.828825,0.0,0.0,0.828825,0.828825,0.828825,0.0,0.0,0.0,0.0,0.828825,0.0,0.0,0.0,-5.645e-05,0.0,0.0184574,0.0,0.0,0.0099902,0.0,-5.645e-05,0.0,0.0,D
185,1773730717.4528484,,0.160033,0.684757,0.7,0.109836,0,1,1,0,7e-05,0.160872,0.0,0.806313,0.160872,0.26577,0.313608,0.0,0.149919,0.0,0.806313,0.313608,0.0,0.812248,0.0,0.0,0.812248,0.812248,0.812248,0.0,0.0,0.0,0.0,0.812248,0.0,0.0,0.0,-5.645e-05,0.0,0.01828825,0.0,0.0,0.0099895,0.0,-5.645e-05,0.0,0.0,D
186,1773730717.4853783,,0.160373,0.671062,0.7,0.112541,0,1,1,0,7e-05,0.160872,0.0,0.806256,0.160872,0.283893,0.313608,0.0,0.159908,0.0,0.806256,0.313608,0.0,0.796004,0.0,0.0,0.796004,0.796004,0.796004,0.0,0.0,0.0,0.0,0.796004,0.0,0.0,0.0,-5.644e-05,0.0,0.01812248,0.0,0.0,0.00998881,0.0,-5.644e-05,0.0,0.0,D
187,1773730717.5013258,,0.160713,0.657641,0.7,0.115164,0,1,1,0,7e-05,0.160872,0.0,0.8062,0.160872,0.301853,0.313608,0.0,0.169896,0.0,0.8062,0.313608,0.0,0.780083,0.0,0.0,0.780083,0.780083,0.780083,0.0,0.0,0.0,0.0,0.780083,0.0,0.0,0.0,-5.644e-05,0.0,0.01796004,0.0,0.0,0.00998811,0.0,-5.644e-05,0.0,0.0,D
188,1773730717.5123334,,0.161052,0.644488,0.7,0.117709,0,1,1,0,7e-05,0.160872,0.0,0.806143,0.160872,0.319654,0.313608,0.0,0.179883,0.0,0.806143,0.313608,0.0,0.764482,0.0,0.0,0.764482,0.764482,0.764482,0.0,0.0,0.0,0.0,0.764482,0.0,0.0,0.0,-5.643e-05,0.0,0.01780083,0.0,0.0,0.00998741,0.0,-5.643e-05,0.0,0.0,D
189,1773730717.5242593,,0.161391,0.631598,0.7,0.120178,0,1,1,0,7e-05,0.160872,0.0,0.806087,0.160872,0.337299,0.313608,0.0,0.18987,0.0,0.806087,0.313608,0.0,0.749192,0.0,0.0,0.749192,0.749192,0.749192,0.0,0.0,0.0,0.0,0.749192,0.0,0.0,0.0,-5.643e-05,0.0,0.01764482,0.0,0.0,0.00998671,0.0,-5.643e-05,0.0,0.0,D
190,1773730717.5351071,,0.16173,0.618966,0.7,0.122573,0,1,1,0,7e-05,0.160872,0.0,0.80603,0.160872,0.354791,0.313608,0.0,0.199856,0.0,0.80603,0.313608,0.0,0.734208,0.0,0.0,0.734208,0.734208,0.734208,0.0,0.0,0.0,0.0,0.734208,0.0,0.0,0.0,-5.643e-05,0.0,0.01749192,0.0,0.0,0.00998601,0.0,-5.643e-05,0.0,0.0,D
191,1773730717.5451062,pain,0.012218,0.851587,0.75,0.027896,0,1,1,0,7.5e-05,0.160872,0.0,0.80597,0.160872,0.374633,0.313608,0.0,0.20984,0.0,0.80597,0.313608,0.0,0.964524,0.0,0.0,0.964524,0.964524,0.964524,0.0,0.0,0.0,0.0,0.964524,0.0,0.0,0.0,-6.045e-05,0.0,0.01984208,0.0,0.0,0.00998426,0.0,-6.045e-05,0.0,0.0,D
192,1773730717.5594535,,0.012706,0.834555,0.75,0.033059,0,1,1,0,7.5e-05,0.160872,0.0,0.80591,0.160872,0.394278,0.313608,0.0,0.219824,0.0,0.80591,0.313608,0.0,0.945234,0.0,0.0,0.945234,0.945234,0.945234,0.0,0.0,0.0,0.0,0.945234,0.0,0.0,0.0,-6.045e-05,0.0,0.01964524,0.0,0.0,0.00998351,0.0,-6.045e-05,0.0,0.0,D
193,1773730717.5710034,,0.013193,0.817864,0.75,0.038067,0,1,1,0,7.5e-05,0.160872,0.0,0.805849,0.160872,0.41373,0.313608,0.0,0.229806,0.0,0.805849,0.313608,0.0,0.926329,0.0,0.0,0.926329,0.926329,0.926329,0.0,0.0,0.0,0.0,0.926329,0.0,0.0,0.0,-6.044e-05,0.0,0.01945234,0.0,0.0,0.00998276,0.0,-6.044e-05,0.0,0.0,D
194,1773730717.5828426,,0.01368,0.801507,0.75,0.042925,0,1,1,0,7.5e-05,0.160872,0.0,0.805789,0.160872,0.432993,0.313608,0.0,0.239788,0.0,0.805789,0.313608,0.0,0.907802,0.0,0.0,0.907802,0.907802,0.907802,0.0,0.0,0.0,0.0,0.907802,0.0,0.0,0.0,-6.044e-05,0.0,0.01926329,0.0,0.0,0.00998201,0.0,-6.044e-05,0.0,0.0,D
195,1773730717.5978413,,0.014166,0.785477,0.75,0.047637,0,1,1,0,7.5e-05,0.160872,0.0,0.805728,0.160872,0.452072,0.313608,0.0,0.24977,0.0,0.805728,0.313608,0.0,0.889646,0.0,0.0,0.889646,0.889646,0.889646,0.0,0.0,0.0,0.0,0.889646,0.0,0.0,0.0,-6.043e-05,0.0,0.01907802,0.0,0.0,0.00998127,0.0,-6.043e-05,0.0,0.0,D
196,1773730717.607237,,0.014652,0.769767,0.75,0.052208,0,1,1,0,7.5e-05,0.160872,0.0,0.805668,0.160872,0.470968,0.313608,0.0,0.25975,0.0,0.805668,0.313608,0.0,0.871853,0.0,0.0,0.871853,0.871853,0.871853,0.0,0.0,0.0,0.0,0.871853,0.0,0.0,0.0,-6.043e-05,0.0,0.01889646,0.0,0.0,0.00998052,0.0,-6.043e-05,0.0,0.0,D
197,1773730717.6156585,,0.015137,0.754372,0.75,0.056642,0,1,1,0,7.5e-05,0.160872,0.0,0.805607,0.160872,0.489687,0.313608,0.0,0.26973,0.0,0.805607,0.313608,0.0,0.854416,0.0,0.0,0.854416,0.854416,0.854416,0.0,0.0,0.0,0.0,0.854416,0.0,0.0,0.0,-6.043e-05,0.0,0.01871853,0.0,0.0,0.00997977,0.0,-6.043e-05,0.0,0.0,D
198,1773730717.6278348,,0.015622,0.739284,0.75,0.060943,0,1,1,0,7.5e-05,0.160872,0.0,0.805547,0.160872,0.508231,0.313608,0.0,0.279709,0.0,0.805547,0.313608,0.0,0.837328,0.0,0.0,0.837328,0.837328,0.837328,0.0,0.0,0.0,0.0,0.837328,0.0,0.0,0.0,-6.042e-05,0.0,0.01854416,0.0,0.0,0.00997902,0.0,-6.042e-05,0.0,0.0,D
199,1773730717.6435533,,0.016106,0.724499,0.75,0.065114,0,1,1,0,7.5e-05,0.160872,0.0,0.805487,0.160872,0.526604,0.313608,0.0,0.289687,0.0,0.805487,0.313608,0.0,0.820581,0.0,0.0,0.820581,0.820581,0.820581,0.0,0.0,0.0,0.0,0.820581,0.0,0.0,0.0,-6.042e-05,0.0,0.01837328,0.0,0.0,0.00997827,0.0,-6.042e-05,0.0,0.0,D
200,1773730717.656014,,0.01659,0.710009,0.75,0.069161,0,1,1,0,7.5e-05,0.160872,0.0,0.805426,0.160872,0.54481,0.313608,0.0,0.299665,0.0,0.805426,0.313608,0.0,0.80417,0.0,0.0,0.80417,0.80417,0.80417,0.0,0.0,0.0,0.0,0.80417,0.0,0.0,0.0,-6.041e-05,0.0,0.01820581,0.0,0.0,0.00997752,0.0,-6.041e-05,0.0,0.0,D
